Distance (m),Elevation (m),Latitude,Longitude
135305.17349587192,445.0009155273438,-26.76876279324192,152.88699418693477
135751.72522358107,427.6135864257812,-26.77196855525523,152.88942427400957
136198.2769512902,432.4512939453125,-26.77502169397683,152.89213825914453
136644.82867899936,442.6856689453125,-26.77519322355911,152.89630283231168
137091.38040670851,425.895263671875,-26.77609601154026,152.90045043575094
137537.93213441764,420.1170959472656,-26.77766056878715,152.90454810822416
137984.4838621268,419.2986755371094,-26.77872357372862,152.90894644087507
138431.03558983596,415.8541870117188,-26.77977045932157,152.9133496751466
138877.58731754508,383.1395874023438,-26.78135428340885,152.91752201162308
139324.13904525424,391.0906066894531,-26.78420101479145,152.92013045663043
139770.6907729634,380.2154541015625,-26.78806354236115,152.9214831658104
140217.24250067255,353.6212463378906,-26.79167641090946,152.92353076375457
140663.79422838168,315.4746398925781,-26.79467573664745,152.92653755680908
141110.34595609084,276.2676391601562,-26.7963729263073,152.9304590121494
141556.8976838,221.5188903808594,-26.7950123683765,152.93475393122446
142003.44941150912,192.6630554199219,-26.79479322187857,152.9388533457428
142450.00113921828,145.7601013183594,-26.79723664006876,152.94249704764115
142896.55286692744,112.954704284668,-26.79931559211202,152.94630861637756
143343.1045946366,81.61673736572266,-26.79986446644881,152.95082446661877
143789.65632234572,58.65296936035156,-26.80217048281681,152.95457298181327
144236.20805005488,47.12194061279297,-26.80444664356759,152.95835032121408
144682.75977776403,42.91830444335938,-26.80673957229184,152.96211488119934
145129.31150547316,37.19287872314453,-26.80906573242899,152.96585405510712
145575.86323318232,33.84917449951172,-26.81259356067651,152.96543034316414
146022.41496089147,35.02150726318359,-26.81626842989875,152.963541519273
146468.96668860063,34.61819839477539,-26.82012269043831,152.96212021377096
146915.51841630976,33.03416442871094,-26.82410474629209,152.96118817379
147362.07014401892,30.10856056213379,-26.82808681302165,152.96025616052498
147808.62187172807,38.96866226196289,-26.83207288287691,152.95934585608666
148255.1735994372,35.19417190551758,-26.83607105242254,152.95857092750214
148701.72532714636,35.77962875366211,-26.84013904551774,152.95857720520212
149148.2770548555,35.06543350219727,-26.84420202851546,152.95841150991066
149594.82878256467,27.90461158752441,-26.84826099111406,152.95810781340856
150041.3805102738,27.61256790161133,-26.85216249875403,152.95923784714967
150487.93223798295,28.87170600891113,-26.85603457377399,152.96063585993613
150934.4839656921,30.76082038879395,-26.86000899886335,152.9615707457449
151381.03569340124,30.01871871948242,-26.8640147150194,152.96223458741383
151827.5874211104,22.72823333740234,-26.86801010747124,152.96137687100543
152274.13914881955,25.56579399108887,-26.87200968288272,152.96054512453452
152720.69087652868,23.50594329833984,-26.87596958101526,152.96070035064884
153167.24260423784,31.34779930114746,-26.87983236854804,152.96212757854096
153613.794331947,30.2590503692627,-26.8838044599417,152.96215973696053
154060.34605965615,31.86276435852051,-26.88782828097276,152.961490648501
154506.89778736528,30.94046020507812,-26.89182818689464,152.96070834562192
154953.44951507443,29.11797714233398,-26.89560430971708,152.95905100961704
155400.0012427836,29.72010612487793,-26.89965967556024,152.95941019056204
155846.55297049272,32.64544677734375,-26.90370329150467,152.95944025779147
156293.10469820187,33.98609161376953,-26.90772007488387,152.95871868134213
156739.65642591103,39.25210571289062,-26.91176899923342,152.95839160254502
157186.2081536202,41.29933166503906,-26.91583588501041,152.95828497886703
157632.75988132932,38.45560455322266,-26.91988440210297,152.95861191887366
158079.31160903847,37.50570678710938,-26.92375619048868,152.95749455444934
158525.86333674763,26.96893882751465,-26.927823285583,152.95759062342086
158972.41506445676,31.12797164916992,-26.93189038061227,152.95768669932045
159418.9667921659,31.3397388458252,-26.9358738179098,152.95697531403118
159865.51851987507,25.66426277160645,-26.93980946790062,152.95619863235254
160312.07024758423,32.63595581054688,-26.94372626673472,152.95743116830693
160758.62197529335,36.17911148071289,-26.94765526435524,152.95861132739094
161205.1737030025,39.36529159545898,-26.95160931545319,152.95968387528217
161651.72543071167,45.04875183105469,-26.95561477993867,152.96030497614538
162098.2771584208,38.26178359985352,-26.95968219606375,152.96038209645735
162544.82888612995,32.57411575317383,-26.96374961214687,152.96045922233873
162991.3806138391,33.63921356201172,-26.96778099346986,152.96091666762095
163437.93234154824,35.78849411010742,-26.97177194950468,152.96180076987434
163884.4840692574,31.38505935668945,-26.97531528274323,152.9636951077016
164331.03579696655,30.73726081848145,-26.97835235958364,152.9667319797352
164777.5875246757,23.62706184387207,-26.98138937134476,152.96976901566063
165224.13925238483,22.91918182373047,-26.98442631801454,152.9728062155043
165670.690980094,33.23564147949219,-26.98626909286875,152.97676165180872
166117.24270780315,24.99395942687988,-26.98860583292984,152.97981755781336
166563.79443551227,19.61148071289062,-26.9925125254457,152.97854475036684
167010.34616322143,16.5612621307373,-26.99649989033516,152.9778328359556
167456.8978909306,17.71316719055176,-27.00056502645131,152.97766164183804
167903.44961863974,23.9317455291748,-27.00463016236053,152.97749043534202
168350.00134634887,27.5359001159668,-27.00869529806277,152.9773192164647
168796.55307405803,21.38799095153809,-27.01276043355798,152.9771479852028
169243.1048017672,26.08057594299316,-27.01682433695889,152.9773366775886
169689.6565294763,26.61880683898926,-27.02088817980585,152.97754298987968
170136.20825718547,27.98007774353027,-27.02495202235212,152.97774931709682
170582.75998489463,37.63102722167969,-27.02901586459762,152.97795565924366
171029.31171260378,39.87370300292969,-27.03307969740936,152.97815776850734
171475.8634403129,39.09915542602539,-27.03714260429188,152.9779293737771
171922.41516802207,33.87530136108398,-27.04120551080575,152.97770096251554
172368.96689573122,20.78502082824707,-27.04526841695088,152.97747253471834
172815.51862344035,14,-27.04933132272717,152.97724409038187
173262.0703511495,11.95308589935303,-27.05339422813453,152.9770156295018
173708.62207885867,8,-27.05746003467748,152.9771114246754
174155.17380656782,10.26529121398926,-27.06152620768849,152.97724820107396
174601.72553427695,10.53549957275391,-27.06559238056721,152.97738498739068
175048.2772619861,9.336275100708008,-27.0696585533136,152.97752178362828
175494.82898969526,11.89448642730713,-27.07369258059242,152.97699358974683
175941.3807174044,11.01863956451416,-27.0777216672706,152.97636320101776
176387.93244511355,8.903362274169922,-27.08175075113748,152.97573276696176
176834.4841728227,12.81858730316162,-27.08580032693231,152.9755847837314
177281.03590053183,5.643772125244141,-27.08986454797283,152.97578160606372
177727.587628241,9.495458602905273,-27.0939287687392,152.9759784426792
178174.13935595014,12.68429851531982,-27.09799298923136,152.97617529358126
178620.6910836593,17.81056785583496,-27.10205720944925,152.97637215877353
179067.24281136843,9.698933601379395,-27.1061214293928,152.97656903825953
179513.7945390776,15.57602787017822,-27.11018564906193,152.97676593204267
179960.34626678674,19.13872718811035,-27.11424986845658,152.9769628401267
180406.89799449587,12.32173538208008,-27.11831408757669,152.97715976251493
180853.44972220503,12.22935009002686,-27.12237830642218,152.97735669921133
181300.00144991418,11.71013355255127,-27.126442524993,152.97755365021885
181746.55317762334,17.00098991394043,-27.13050674328906,152.97775061554148
182193.10490533247,20.42487144470215,-27.13457243730758,152.97786285453992
182639.65663304162,18.51232528686523,-27.13864040222678,152.977844714076
183086.20836075078,17.0504150390625,-27.14270836714365,152.97782657229186
183532.7600884599,17.14968681335449,-27.1467763320582,152.97780842918678
183979.31181616907,13.24366474151611,-27.1508442969704,152.97779028476066
184425.86354387822,11.4973316192627,-27.15487968036127,152.97815916519676
184872.41527158738,12.79433631896973,-27.15887243094802,152.97903446628266
185318.9669992965,8.789604187011719,-27.16286517610363,152.97990982995634
185765.51872700566,14.76919841766357,-27.16685791582678,152.98078525623282
186212.07045471482,16.96510887145996,-27.17084503978342,152.98168948609248
186658.62218242395,19.31200981140137,-27.17479708679404,152.98277344471967
187105.1739101331,27.70995140075684,-27.17874912547219,152.98385748011697
187551.72563784226,35.21207809448242,-27.18270115581586,152.98494159230222
187998.2773655514,35.72480773925781,-27.18665317782304,152.9860257812942
